,date,location,ratio
65224,2021/2/4,Mississippi,0.019834711
65114,2021/2/5,Mississippi,0.033057851
65004,2021/2/6,Mississippi,0.042471042
64894,2021/2/7,Mississippi,0.003333333
64784,2021/2/8,Mississippi,0.001574803
64674,2021/2/9,Mississippi,0.109756098
64564,2021/2/10,Mississippi,0.031887755
64454,2021/2/11,Mississippi,0.025246981
64344,2021/2/12,Mississippi,0.039634146
64234,2021/2/13,Mississippi,0.046043165
64124,2021/2/14,Mississippi,0.000914913
64014,2021/2/15,Mississippi,0.003676471
63904,2021/2/16,Mississippi,0.050408719
63794,2021/2/17,Mississippi,0.033625731
63684,2021/2/18,Mississippi,0.052238806
63574,2021/2/19,Mississippi,0.008333333
63464,2021/2/20,Mississippi,0.054285714
63354,2021/2/21,Mississippi,0
63244,2021/2/22,Mississippi,0
63134,2021/2/23,Mississippi,0.068965517
63024,2021/2/24,Mississippi,0.041853513
62914,2021/2/25,Mississippi,0.008695652
62804,2021/2/26,Mississippi,0.034199726
62694,2021/2/27,Mississippi,0.056466302
62584,2021/2/28,Mississippi,0.017045455
62474,2021/3/1,Mississippi,0
62364,2021/3/2,Mississippi,0.142857143
62254,2021/3/3,Mississippi,0.05
62144,2021/3/4,Mississippi,0.043841336
62034,2021/3/5,Mississippi,0.0321489
61924,2021/3/6,Mississippi,0.038194444
61814,2021/3/7,Mississippi,0.011538462
61704,2021/3/8,Mississippi,0
61594,2021/3/9,Mississippi,0.072829132
61484,2021/3/10,Mississippi,0.025171625
61374,2021/3/11,Mississippi,0.027982327
61264,2021/3/12,Mississippi,0.024901704
61154,2021/3/13,Mississippi,0.01884058
61044,2021/3/14,Mississippi,0.024630542
60934,2021/3/15,Mississippi,0.01980198
60824,2021/3/16,Mississippi,0.070460705
60714,2021/3/17,Mississippi,0.019886364
60604,2021/3/18,Mississippi,0.00621118
60494,2021/3/19,Mississippi,0.017857143
60384,2021/3/20,Mississippi,0.027700831
60274,2021/3/21,Mississippi,0.00625
60164,2021/3/22,Mississippi,0
60054,2021/3/23,Mississippi,0.068627451
59944,2021/3/24,Mississippi,0.010335917
59834,2021/3/25,Mississippi,0.018927445
59724,2021/3/26,Mississippi,0.041044776
59614,2021/3/27,Mississippi,0.00952381
59504,2021/3/28,Mississippi,0.005102041
59394,2021/3/29,Mississippi,0
59284,2021/3/30,Mississippi,0.073619632
59174,2021/3/31,Mississippi,0.065972222
59064,2021/4/1,Mississippi,0.05904059
58954,2021/4/2,Mississippi,0.01056338
58844,2021/4/3,Mississippi,0.013793103
58734,2021/4/4,Mississippi,0
58624,2021/4/5,Mississippi,0
58514,2021/4/6,Mississippi,0.098360656
58404,2021/4/7,Mississippi,0.014814815
58294,2021/4/8,Mississippi,0.020833333
58184,2021/4/9,Mississippi,0.016460905
58074,2021/4/10,Mississippi,0.037815126
57964,2021/4/11,Mississippi,0.008547009
57854,2021/4/12,Mississippi,0
57744,2021/4/13,Mississippi,0.072555205
57634,2021/4/14,Mississippi,0.010909091
57524,2021/4/15,Mississippi,0.012195122
57414,2021/4/16,Mississippi,0.055555556
57304,2021/4/17,Mississippi,0.047945205
57194,2021/4/18,Mississippi,0
57084,2021/4/19,Mississippi,0
56974,2021/4/20,Mississippi,0.022099448
56864,2021/4/21,Mississippi,0.008583691
56754,2021/4/22,Mississippi,0.031347962
56644,2021/4/23,Mississippi,0.009433962
56534,2021/4/24,Mississippi,0
56424,2021/4/25,Mississippi,0
56314,2021/4/26,Mississippi,0.004702194
56204,2021/4/27,Mississippi,0.058139535
56094,2021/4/28,Mississippi,0.01497006
55984,2021/4/29,Mississippi,0.01242236
55874,2021/4/30,Mississippi,0.016260163
55764,2021/5/1,Mississippi,0
55654,2021/5/2,Mississippi,0
55544,2021/5/3,Mississippi,0.016
55434,2021/5/4,Mississippi,0.067307692
55324,2021/5/5,Mississippi,0.019230769
55214,2021/5/6,Mississippi,0.014018692
55104,2021/5/7,Mississippi,0.008333333
54994,2021/5/8,Mississippi,0
54884,2021/5/9,Mississippi,0
54774,2021/5/10,Mississippi,0.011787819
54664,2021/5/11,Mississippi,0.02247191
54554,2021/5/12,Mississippi,0.019512195
54444,2021/5/13,Mississippi,0.008287293
54334,2021/5/14,Mississippi,0.034825871
54224,2021/5/15,Mississippi,0
54114,2021/5/16,Mississippi,0
54004,2021/5/17,Mississippi,0.009493671
53894,2021/5/18,Mississippi,0.018092105
53784,2021/5/19,Mississippi,0.003891051
53674,2021/5/20,Mississippi,0.032608696
53564,2021/5/21,Mississippi,0.00952381
53454,2021/5/22,Mississippi,0
53344,2021/5/23,Mississippi,0
53234,2021/5/24,Mississippi,0.012448133
53124,2021/5/25,Mississippi,0.082802548
53014,2021/5/26,Mississippi,0.025974026
52904,2021/5/27,Mississippi,0.009478673
52794,2021/5/28,Mississippi,0.045801527
52684,2021/5/29,Mississippi,0
52574,2021/5/30,Mississippi,0
52464,2021/5/31,Mississippi,0.019607843
52354,2021/6/1,Mississippi,0.047619048
52244,2021/6/2,Mississippi,0.03960396
52134,2021/6/3,Mississippi,0.010416667
52024,2021/6/4,Mississippi,0.007092199
51914,2021/6/5,Mississippi,0
51804,2021/6/6,Mississippi,0
51694,2021/6/7,Mississippi,0.024096386
51584,2021/6/8,Mississippi,0.175438596
51474,2021/6/9,Mississippi,0.037383178
51364,2021/6/10,Mississippi,0.005154639
51254,2021/6/11,Mississippi,0.021186441
51144,2021/6/12,Mississippi,0
51034,2021/6/13,Mississippi,0
50924,2021/6/14,Mississippi,0.003759398
50814,2021/6/15,Mississippi,0.14893617
50704,2021/6/16,Mississippi,0.084337349
50594,2021/6/17,Mississippi,0.005181347
50484,2021/6/18,Mississippi,0.008196721
50374,2021/6/19,Mississippi,0
50264,2021/6/20,Mississippi,0
50154,2021/6/21,Mississippi,0.044025157
50044,2021/6/22,Mississippi,0.179104478
49934,2021/6/23,Mississippi,0
49824,2021/6/24,Mississippi,0.003311258
49714,2021/6/25,Mississippi,0.016460905
49604,2021/6/26,Mississippi,0
49494,2021/6/27,Mississippi,0
49384,2021/6/28,Mississippi,0.019933555
49274,2021/6/29,Mississippi,0.040740741
49164,2021/6/30,Mississippi,0
49054,2021/7/1,Mississippi,0.016666667
48944,2021/7/2,Mississippi,0.016528926
48834,2021/7/3,Mississippi,0
48724,2021/7/4,Mississippi,0
48614,2021/7/5,Mississippi,0
48504,2021/7/6,Mississippi,0.009244992
48394,2021/7/7,Mississippi,0.029023747
48284,2021/7/8,Mississippi,0.00234192
48174,2021/7/9,Mississippi,0.004807692
48064,2021/7/10,Mississippi,0
47954,2021/7/11,Mississippi,0
47844,2021/7/12,Mississippi,0.002512563
47734,2021/7/13,Mississippi,0.0456621
47624,2021/7/14,Mississippi,0.007800312
47514,2021/7/15,Mississippi,0.007181329
47404,2021/7/16,Mississippi,0.009363296
47294,2021/7/17,Mississippi,0
47184,2021/7/18,Mississippi,0
47074,2021/7/19,Mississippi,0.001289768
46964,2021/7/20,Mississippi,0.015706806
46854,2021/7/21,Mississippi,0.008324662
46744,2021/7/22,Mississippi,0.007506255
46634,2021/7/23,Mississippi,0.006074412
46524,2021/7/24,Mississippi,0
46414,2021/7/25,Mississippi,0
46304,2021/7/26,Mississippi,0.001662971
46194,2021/7/27,Mississippi,0.0116189
46084,2021/7/28,Mississippi,0.0032
45974,2021/7/29,Mississippi,0.002096436
45864,2021/7/30,Mississippi,0.006086427
45754,2021/7/31,Mississippi,0
45644,2021/8/1,Mississippi,0
45534,2021/8/2,Mississippi,0.002604688
45424,2021/8/3,Mississippi,0.021601017
45314,2021/8/4,Mississippi,0.00248139
45204,2021/8/5,Mississippi,0.00505689
45094,2021/8/6,Mississippi,0.003820439
44984,2021/8/7,Mississippi,0
44874,2021/8/8,Mississippi,0
44764,2021/8/9,Mississippi,0.004050926
44654,2021/8/10,Mississippi,0.010321101
44544,2021/8/11,Mississippi,0.007903889
44434,2021/8/12,Mississippi,0.004533092
44324,2021/8/13,Mississippi,0.006171611
44214,2021/8/14,Mississippi,0
44104,2021/8/15,Mississippi,0
43994,2021/8/16,Mississippi,0.006633499
43884,2021/8/17,Mississippi,0.020162504
43774,2021/8/18,Mississippi,0.008812729
43664,2021/8/19,Mississippi,0.004368629
43554,2021/8/20,Mississippi,0.010697306
43444,2021/8/21,Mississippi,0
43334,2021/8/22,Mississippi,0
43224,2021/8/23,Mississippi,0.007725203
43114,2021/8/24,Mississippi,0.03372835
43004,2021/8/25,Mississippi,0.006499261
42894,2021/8/26,Mississippi,0.009927007
42784,2021/8/27,Mississippi,0.016085127
42674,2021/8/28,Mississippi,0
42564,2021/8/29,Mississippi,0
42454,2021/8/30,Mississippi,0.010287291
42344,2021/8/31,Mississippi,0.04320432
42234,2021/9/1,Mississippi,0.027560395
42124,2021/9/2,Mississippi,0.004415584
42014,2021/9/3,Mississippi,0.009844869
41904,2021/9/4,Mississippi,0
41794,2021/9/5,Mississippi,0
41684,2021/9/6,Mississippi,0.021449576
41574,2021/9/7,Mississippi,0.029829545
41464,2021/9/8,Mississippi,0.052740434
41354,2021/9/9,Mississippi,0.026449968
41244,2021/9/10,Mississippi,0.018498943
41134,2021/9/11,Mississippi,0
41024,2021/9/12,Mississippi,0
40914,2021/9/13,Mississippi,0.018867925
40804,2021/9/14,Mississippi,0.041062802
40694,2021/9/15,Mississippi,0.016574586
40584,2021/9/16,Mississippi,0.025057826
40474,2021/9/17,Mississippi,0.02111159
40364,2021/9/18,Mississippi,0
40254,2021/9/19,Mississippi,0
40144,2021/9/20,Mississippi,0.020841087
40034,2021/9/21,Mississippi,0.036548832
39924,2021/9/22,Mississippi,0.014129737
39812,2021/9/23,Mississippi,0.020280058
39700,2021/9/24,Mississippi,0.019933555
39588,2021/9/25,Mississippi,0
39476,2021/9/26,Mississippi,0
39364,2021/9/27,Mississippi,0.031020869
39252,2021/9/28,Mississippi,0.038157895
39140,2021/9/29,Mississippi,0.045537341
39028,2021/9/30,Mississippi,0.010899183
38916,2021/10/1,Mississippi,0.055961071
38804,2021/10/2,Mississippi,0
38692,2021/10/3,Mississippi,0
38580,2021/10/4,Mississippi,0.02690583
38468,2021/10/5,Mississippi,0.064413939
38356,2021/10/6,Mississippi,0.022781775
38244,2021/10/7,Mississippi,0.008992806
38132,2021/10/8,Mississippi,0.054908486
38020,2021/10/9,Mississippi,0
37908,2021/10/10,Mississippi,0
37796,2021/10/11,Mississippi,0.021133525
37684,2021/10/12,Mississippi,0.05
37572,2021/10/13,Mississippi,0.036161335
37460,2021/10/14,Mississippi,0.013257576
37348,2021/10/15,Mississippi,0.0243309
37236,2021/10/16,Mississippi,0
37124,2021/10/17,Mississippi,0
37012,2021/10/18,Mississippi,0.028571429
36900,2021/10/19,Mississippi,0.014084507
36788,2021/10/20,Mississippi,0.024553571
36676,2021/10/21,Mississippi,0.021327014
36564,2021/10/22,Mississippi,0.033419023
36452,2021/10/23,Mississippi,0
36340,2021/10/24,Mississippi,0
36228,2021/10/25,Mississippi,0.061261261
36116,2021/10/26,Mississippi,0.019760479
36004,2021/10/27,Mississippi,0.005813953
35892,2021/10/28,Mississippi,0.014577259
35780,2021/10/29,Mississippi,0.035598706
35668,2021/10/30,Mississippi,0
35556,2021/10/31,Mississippi,0
35444,2021/11/1,Mississippi,0.046653144
35332,2021/11/2,Mississippi,0.068131868
35220,2021/11/3,Mississippi,0.012658228
35108,2021/11/4,Mississippi,0
34996,2021/11/5,Mississippi,0.027237354
34884,2021/11/6,Mississippi,0
34772,2021/11/7,Mississippi,0
34660,2021/11/8,Mississippi,0.008928571
34548,2021/11/9,Mississippi,0.069444444
34436,2021/11/10,Mississippi,0.013377926
34324,2021/11/11,Mississippi,0
34212,2021/11/12,Mississippi,0.007204611
34100,2021/11/13,Mississippi,0
33988,2021/11/14,Mississippi,0
33876,2021/11/15,Mississippi,0.019851117
33764,2021/11/16,Mississippi,0.027149321
33652,2021/11/17,Mississippi,0.008888889
33540,2021/11/18,Mississippi,0.013157895
33428,2021/11/19,Mississippi,0.016431925
33316,2021/11/20,Mississippi,0
33204,2021/11/21,Mississippi,0
33092,2021/11/22,Mississippi,0.00926706
32980,2021/11/23,Mississippi,0.049056604
32868,2021/11/24,Mississippi,0.020833333
32756,2021/11/25,Mississippi,0
32644,2021/11/26,Mississippi,0
32532,2021/11/27,Mississippi,0
32420,2021/11/28,Mississippi,0
32308,2021/11/29,Mississippi,0.002020202
32196,2021/11/30,Mississippi,0.038251366
32084,2021/12/1,Mississippi,0.004273504
31972,2021/12/2,Mississippi,0.005272408
31860,2021/12/3,Mississippi,0.02027027
31748,2021/12/4,Mississippi,0
31636,2021/12/5,Mississippi,0
31524,2021/12/6,Mississippi,0.00305499
31412,2021/12/7,Mississippi,0.010736196
31300,2021/12/8,Mississippi,0.007623888
31188,2021/12/9,Mississippi,0.006711409
31076,2021/12/10,Mississippi,0.020224719
30964,2021/12/11,Mississippi,0
30852,2021/12/12,Mississippi,0
30740,2021/12/13,Mississippi,0.006793478
30628,2021/12/14,Mississippi,0.022058824
30516,2021/12/15,Mississippi,0.012173913
30404,2021/12/16,Mississippi,0.005633803
30292,2021/12/17,Mississippi,0.003293085
30180,2021/12/18,Mississippi,0
30068,2021/12/19,Mississippi,0
29956,2021/12/20,Mississippi,0.006973501
29844,2021/12/21,Mississippi,0.031081081
29732,2021/12/22,Mississippi,0.006872852
29620,2021/12/23,Mississippi,0
29508,2021/12/24,Mississippi,0
29396,2021/12/25,Mississippi,0
29284,2021/12/26,Mississippi,0
29172,2021/12/27,Mississippi,0.000708416
