,date,location,ratio
60024,2021/3/23,Georgia,0.016515717
59914,2021/3/24,Georgia,0.051698671
59804,2021/3/25,Georgia,0.042816365
59694,2021/3/26,Georgia,0.051790634
59584,2021/3/27,Georgia,0.047741935
59474,2021/3/28,Georgia,0
59364,2021/3/29,Georgia,0.027923211
59254,2021/3/30,Georgia,0.01874063
59144,2021/3/31,Georgia,0.03707803
59034,2021/4/1,Georgia,0.041611625
58924,2021/4/2,Georgia,0.033918837
58814,2021/4/3,Georgia,0.024199844
58704,2021/4/4,Georgia,0.00212766
58594,2021/4/5,Georgia,0
58484,2021/4/6,Georgia,0.0171278
58374,2021/4/7,Georgia,0.039227895
58264,2021/4/8,Georgia,0.043109079
58154,2021/4/9,Georgia,0.030927835
58044,2021/4/10,Georgia,0.040585496
57934,2021/4/11,Georgia,0
57824,2021/4/12,Georgia,0.035639413
57714,2021/4/13,Georgia,0.013385388
57604,2021/4/14,Georgia,0.030035336
57494,2021/4/15,Georgia,0.038969202
57384,2021/4/16,Georgia,0.030826141
57274,2021/4/17,Georgia,0.024029575
57164,2021/4/18,Georgia,0.001044932
57054,2021/4/19,Georgia,0.028702641
56944,2021/4/20,Georgia,0.009781791
56834,2021/4/21,Georgia,0.023181455
56724,2021/4/22,Georgia,0.026363092
56614,2021/4/23,Georgia,0.022752497
56504,2021/4/24,Georgia,0.038017651
56394,2021/4/25,Georgia,0.002219756
56284,2021/4/26,Georgia,0.045822102
56174,2021/4/27,Georgia,0.01179941
56064,2021/4/28,Georgia,0.049707602
55954,2021/4/29,Georgia,0.039665971
55844,2021/4/30,Georgia,0.022268615
55734,2021/5/1,Georgia,0.018151815
55624,2021/5/2,Georgia,0
55514,2021/5/3,Georgia,0.017502917
55404,2021/5/4,Georgia,0.010770505
55294,2021/5/5,Georgia,0.025666338
55184,2021/5/6,Georgia,0.017706577
55074,2021/5/7,Georgia,0.032154341
54964,2021/5/8,Georgia,0.02979146
54854,2021/5/9,Georgia,-0.001628664
54744,2021/5/10,Georgia,0.002232143
54634,2021/5/11,Georgia,0.023354565
54524,2021/5/12,Georgia,0.046103183
54414,2021/5/13,Georgia,0.017257039
54304,2021/5/14,Georgia,0.025959368
54194,2021/5/15,Georgia,0.02972973
54084,2021/5/16,Georgia,0.001949318
53974,2021/5/17,Georgia,0
53864,2021/5/18,Georgia,0.033678756
53754,2021/5/19,Georgia,0.050359712
53644,2021/5/20,Georgia,0.027777778
53534,2021/5/21,Georgia,0.063400576
53424,2021/5/22,Georgia,0.039586919
53314,2021/5/23,Georgia,0
53204,2021/5/24,Georgia,0
53094,2021/5/25,Georgia,0.059936909
52984,2021/5/26,Georgia,0.064575646
52874,2021/5/27,Georgia,0.058646617
52764,2021/5/28,Georgia,0.076363636
52654,2021/5/29,Georgia,0.027164686
52544,2021/5/30,Georgia,0
52434,2021/5/31,Georgia,0
52324,2021/6/1,Georgia,0.004149378
52214,2021/6/2,Georgia,0.056722689
52104,2021/6/3,Georgia,0.0625
51994,2021/6/4,Georgia,0.084710744
51884,2021/6/5,Georgia,0.126470588
51774,2021/6/6,Georgia,0
51664,2021/6/7,Georgia,0
51554,2021/6/8,Georgia,0.072519084
51444,2021/6/9,Georgia,0.041749503
51334,2021/6/10,Georgia,0.091533181
51224,2021/6/11,Georgia,0.076923077
51114,2021/6/12,Georgia,0.067839196
51004,2021/6/13,Georgia,0
50894,2021/6/14,Georgia,0
50784,2021/6/15,Georgia,0.036253776
50674,2021/6/16,Georgia,0.104938272
50564,2021/6/17,Georgia,0.069306931
50454,2021/6/18,Georgia,0.080939948
50344,2021/6/19,Georgia,0.067385445
50234,2021/6/20,Georgia,0
50124,2021/6/21,Georgia,0
50014,2021/6/22,Georgia,0.028871391
49904,2021/6/23,Georgia,0.052369077
49794,2021/6/24,Georgia,0.043835616
49684,2021/6/25,Georgia,0.005865103
49574,2021/6/26,Georgia,0.062337662
49464,2021/6/27,Georgia,0
49354,2021/6/28,Georgia,0
49244,2021/6/29,Georgia,0
49134,2021/6/30,Georgia,0.025046382
49024,2021/7/1,Georgia,0.009765625
48914,2021/7/2,Georgia,0.03286385
48804,2021/7/3,Georgia,0
48694,2021/7/4,Georgia,0
48584,2021/7/5,Georgia,0
48474,2021/7/6,Georgia,0.009946442
48364,2021/7/7,Georgia,0.015432099
48254,2021/7/8,Georgia,0.003246753
48144,2021/7/9,Georgia,0.019362187
48034,2021/7/10,Georgia,0
47924,2021/7/11,Georgia,0
47814,2021/7/12,Georgia,0.007733492
47704,2021/7/13,Georgia,0.02443609
47594,2021/7/14,Georgia,0.001612903
47484,2021/7/15,Georgia,0.014492754
47374,2021/7/16,Georgia,0.010506208
47264,2021/7/17,Georgia,0
47154,2021/7/18,Georgia,0
47044,2021/7/19,Georgia,0.001864512
46934,2021/7/20,Georgia,0.004605263
46824,2021/7/21,Georgia,0.010185185
46714,2021/7/22,Georgia,0.005777564
46604,2021/7/23,Georgia,0.003307152
46494,2021/7/24,Georgia,0
46384,2021/7/25,Georgia,0
46274,2021/7/26,Georgia,0.00239726
46164,2021/7/27,Georgia,0.004272287
46054,2021/7/28,Georgia,0.00269324
45944,2021/7/29,Georgia,0.002490942
45834,2021/7/30,Georgia,0.00315367
45724,2021/7/31,Georgia,0
45614,2021/8/1,Georgia,0
45504,2021/8/2,Georgia,0.00339213
45394,2021/8/3,Georgia,0.002722014
45284,2021/8/4,Georgia,0.002301255
45174,2021/8/5,Georgia,0.005220115
45064,2021/8/6,Georgia,0.005442177
44954,2021/8/7,Georgia,0
44844,2021/8/8,Georgia,0
44734,2021/8/9,Georgia,0.00219832
44624,2021/8/10,Georgia,0.00459736
44514,2021/8/11,Georgia,0.004283604
44404,2021/8/12,Georgia,0.005251641
44294,2021/8/13,Georgia,0.006613198
44184,2021/8/14,Georgia,0
44074,2021/8/15,Georgia,0
43964,2021/8/16,Georgia,0.001730557
43854,2021/8/17,Georgia,0.005894962
43744,2021/8/18,Georgia,0.005231594
43634,2021/8/19,Georgia,0.004906054
43524,2021/8/20,Georgia,0.005096508
43414,2021/8/21,Georgia,0
43304,2021/8/22,Georgia,0
43194,2021/8/23,Georgia,0.003110792
43084,2021/8/24,Georgia,0.004996114
42974,2021/8/25,Georgia,0.00855033
42864,2021/8/26,Georgia,0.008649368
42754,2021/8/27,Georgia,0.00545085
42644,2021/8/28,Georgia,0
42534,2021/8/29,Georgia,0
42424,2021/8/30,Georgia,0.003806538
42314,2021/8/31,Georgia,0.008940212
42204,2021/9/1,Georgia,0.013299287
42094,2021/9/2,Georgia,0.01607362
41984,2021/9/3,Georgia,0.009392878
41874,2021/9/4,Georgia,0
41764,2021/9/5,Georgia,0
41654,2021/9/6,Georgia,0
41544,2021/9/7,Georgia,0.008388094
41434,2021/9/8,Georgia,0.005807752
41324,2021/9/9,Georgia,0.024485931
41214,2021/9/10,Georgia,0.018121709
41104,2021/9/11,Georgia,0
40994,2021/9/12,Georgia,0
40884,2021/9/13,Georgia,0.009716753
40774,2021/9/14,Georgia,0.017054264
40664,2021/9/15,Georgia,0.037487504
40554,2021/9/16,Georgia,0.03326913
40444,2021/9/17,Georgia,0.019809112
40334,2021/9/18,Georgia,0
40224,2021/9/19,Georgia,0
40114,2021/9/20,Georgia,0.015635858
40004,2021/9/21,Georgia,0.023544339
39894,2021/9/22,Georgia,0.039715087
39782,2021/9/23,Georgia,0.045095829
39670,2021/9/24,Georgia,0.031514581
39558,2021/9/25,Georgia,0
39446,2021/9/26,Georgia,0
39334,2021/9/27,Georgia,0.016246363
39222,2021/9/28,Georgia,0.036412316
39110,2021/9/29,Georgia,0.042018836
38998,2021/9/30,Georgia,0.032932799
38886,2021/10/1,Georgia,0.044858102
38774,2021/10/2,Georgia,0
38662,2021/10/3,Georgia,0
38550,2021/10/4,Georgia,0.026161982
38438,2021/10/5,Georgia,0.061109149
38326,2021/10/6,Georgia,0.173831776
38214,2021/10/7,Georgia,0.031487706
38102,2021/10/8,Georgia,0.0371875
37990,2021/10/9,Georgia,0
37878,2021/10/10,Georgia,0
37766,2021/10/11,Georgia,0
37654,2021/10/12,Georgia,0.029592497
37542,2021/10/13,Georgia,0.042756539
37430,2021/10/14,Georgia,0.06402737
37318,2021/10/15,Georgia,0.106717226
37206,2021/10/16,Georgia,0
37094,2021/10/17,Georgia,0
36982,2021/10/18,Georgia,0.048479374
36870,2021/10/19,Georgia,0.080981595
36758,2021/10/20,Georgia,0.085262564
36646,2021/10/21,Georgia,0.068197164
36534,2021/10/22,Georgia,0.097394541
36422,2021/10/23,Georgia,0
36310,2021/10/24,Georgia,0
36198,2021/10/25,Georgia,0.043866171
36086,2021/10/26,Georgia,0.081314879
35974,2021/10/27,Georgia,0.053272451
35862,2021/10/28,Georgia,0.056393443
35750,2021/10/29,Georgia,0.101497504
35638,2021/10/30,Georgia,0
35526,2021/10/31,Georgia,0
35414,2021/11/1,Georgia,0.040435459
35302,2021/11/2,Georgia,0.050561798
35190,2021/11/3,Georgia,0.047328244
35078,2021/11/4,Georgia,0.056115108
34966,2021/11/5,Georgia,0.070074196
34854,2021/11/6,Georgia,0
34742,2021/11/7,Georgia,0
34630,2021/11/8,Georgia,0
34518,2021/11/9,Georgia,0.047923323
34406,2021/11/10,Georgia,0.082145851
34294,2021/11/11,Georgia,0
34182,2021/11/12,Georgia,0.04170008
34070,2021/11/13,Georgia,0
33958,2021/11/14,Georgia,0
33846,2021/11/15,Georgia,0.003844511
33734,2021/11/16,Georgia,0.021110242
33622,2021/11/17,Georgia,0.095980312
33510,2021/11/18,Georgia,0.048686244
33398,2021/11/19,Georgia,0.042877907
33286,2021/11/20,Georgia,0
33174,2021/11/21,Georgia,0
33062,2021/11/22,Georgia,0.02819308
32950,2021/11/23,Georgia,0.043122677
32838,2021/11/24,Georgia,0.052150046
32726,2021/11/25,Georgia,0
32614,2021/11/26,Georgia,0
32502,2021/11/27,Georgia,0
32390,2021/11/28,Georgia,0
32278,2021/11/29,Georgia,0.03080308
32166,2021/11/30,Georgia,0.026637869
32054,2021/12/1,Georgia,0.033656589
31942,2021/12/2,Georgia,0.030112923
31830,2021/12/3,Georgia,0.03250189
31718,2021/12/4,Georgia,0
31606,2021/12/5,Georgia,0
31494,2021/12/6,Georgia,0.011038961
31382,2021/12/7,Georgia,0.0248307
31270,2021/12/8,Georgia,0.012412081
31158,2021/12/9,Georgia,0.029496403
31046,2021/12/10,Georgia,0.01256913
30934,2021/12/11,Georgia,0
30822,2021/12/12,Georgia,0
30710,2021/12/13,Georgia,0.011308562
30598,2021/12/14,Georgia,0.011560694
30486,2021/12/15,Georgia,0.007050529
30374,2021/12/16,Georgia,0.004208754
30262,2021/12/17,Georgia,0.028916545
30150,2021/12/18,Georgia,0
30038,2021/12/19,Georgia,0
29926,2021/12/20,Georgia,0.004915409
29814,2021/12/21,Georgia,0.007159005
29702,2021/12/22,Georgia,0.005592543
29590,2021/12/23,Georgia,0.003948567
29478,2021/12/24,Georgia,0.00397593
29366,2021/12/25,Georgia,0
29254,2021/12/26,Georgia,0
29142,2021/12/27,Georgia,0.001445145
